rel_path	success	n_rec	vl_const_onset	flag
worker1/OvenRack/out-left/s1/j3/n3/base	1	77		OK
worker1/OvenRack/out-left/s1/j3/n4/base	1	79		OK
worker1/OvenRack/out-left/s1/j4/n4/base	1	70		OK
worker1/OvenRack/out-left/s2/j0/n0/base	1	79		OK
worker1/OvenRack/out-left/s1/j4/n2/base	0	144		OK
worker1/OvenRack/out-left/s1/j4/n3/base	1	67		OK
worker1/OvenRack/out-left/s2/j0/n1/base	1	96		OK
worker1/OvenRack/out-left/s2/j0/n2/base	1	82		OK
worker1/OvenRack/out-left/s2/j0/n3/base	1	73		OK
worker1/OvenRack/out-left/s2/j0/n4/base	1	80		OK
worker1/OvenRack/out-left/s2/j1/n0/base	1	63		OK
worker1/OvenRack/out-left/s2/j1/n1/base	1	100		OK
worker1/OvenRack/out-left/s1/j4/n0/base	0	144		OK
worker1/OvenRack/out-left/s1/j4/n1/base	0	144		OK
worker1/OvenRack/out-left/s2/j1/n2/base	1	68		OK
worker1/OvenRack/out-left/s2/j1/n3/base	1	51		OK
worker1/OvenRack/out-left/s2/j2/n1/base	1	70		OK
worker1/OvenRack/out-left/s2/j2/n2/base	1	54		OK
worker1/OvenRack/out-left/s2/j1/n4/base	1	79		OK
worker1/OvenRack/out-left/s2/j2/n0/base	1	72		OK
worker1/OvenRack/out-left/s2/j2/n3/base	1	52		OK
worker1/OvenRack/out-left/s2/j2/n4/base	1	141		OK
worker1/OvenRack/out-left/s2/j3/n0/base	1	99		OK
worker1/OvenRack/out-left/s2/j3/n1/base	1	91		OK
worker1/OvenRack/out-left/s2/j3/n4/base	1	84		OK
worker1/OvenRack/out-left/s2/j4/n0/base	1	93		OK
worker1/OvenRack/out-left/s2/j3/n2/base	1	56		OK
worker1/OvenRack/out-left/s2/j3/n3/base	1	69		OK
worker1/OvenRack/out-left/s2/j4/n3/base	1	80		OK
worker1/OvenRack/out-left/s2/j4/n4/base	1	81		OK
worker1/OvenRack/out-right/s0/j0/n0/base	0	144		OK
worker1/OvenRack/out-right/s0/j0/n1/base	0	144		OK
worker1/OvenRack/out-right/s0/j0/n2/base	0	144		OK
worker1/OvenRack/out-right/s0/j0/n3/base	0	144		OK
worker1/OvenRack/out-left/s2/j4/n1/base	1	63		OK
worker1/OvenRack/out-left/s2/j4/n2/base	1	77		OK
worker1/OvenRack/out-right/s0/j0/n4/base	0	144		OK
worker1/OvenRack/out-right/s0/j1/n0/base	0	144		OK
worker1/OvenRack/out-right/s0/j1/n1/base	0	144		OK
worker1/OvenRack/out-right/s0/j1/n2/base	0	144		OK
worker1/OvenRack/out-right/s0/j1/n3/base	0	144		OK
worker1/OvenRack/out-right/s0/j1/n4/base	0	144		OK
worker1/OvenRack/out-right/s0/j2/n0/base	0	144		OK
worker1/OvenRack/out-right/s0/j2/n1/base	0	144		OK
worker1/OvenRack/out-right/s0/j2/n2/base	0	144		OK
worker1/OvenRack/out-right/s0/j2/n3/base	0	144		OK
worker1/OvenRack/out-right/s0/j2/n4/base	0	144		OK
worker1/OvenRack/out-right/s0/j3/n0/base	0	144		OK
worker1/OvenRack/out-right/s0/j3/n1/base	0	144		OK
worker1/OvenRack/out-right/s0/j3/n2/base	0	144		OK
worker1/OvenRack/out-right/s0/j4/n4/base	0	144		OK
worker1/OvenRack/out-right/s1/j0/n0/base	1	29		OK
worker1/OvenRack/out-right/s0/j3/n3/base	0	144		OK
worker1/OvenRack/out-right/s0/j3/n4/base	0	144		OK
worker1/OvenRack/out-right/s1/j0/n1/base	1	29		OK
worker1/OvenRack/out-right/s1/j0/n2/base	1	27		OK
worker1/OvenRack/out-right/s0/j4/n2/base	0	144		OK
worker1/OvenRack/out-right/s0/j4/n3/base	0	144		OK
worker1/OvenRack/out-right/s0/j4/n0/base	0	144		OK
worker1/OvenRack/out-right/s0/j4/n1/base	0	144		OK
worker1/OvenRack/out-right/s1/j1/n0/base	1	37		OK
worker1/OvenRack/out-right/s1/j1/n1/base	1	31		OK
worker1/OvenRack/out-right/s1/j0/n3/base	1	34		OK
worker1/OvenRack/out-right/s1/j0/n4/base	1	34		OK
worker1/OvenRack/out-right/s1/j1/n2/base	1	36		OK
worker1/OvenRack/out-right/s1/j1/n3/base	1	36		OK
worker1/OvenRack/out-right/s1/j2/n1/base	1	36		OK
worker1/OvenRack/out-right/s1/j2/n2/base	1	36		OK
worker1/OvenRack/out-right/s1/j2/n3/base	1	36		OK
worker1/OvenRack/out-right/s1/j2/n4/base	1	37		OK
worker1/OvenRack/out-right/s1/j1/n4/base	1	34		OK
worker1/OvenRack/out-right/s1/j2/n0/base	1	37		OK
worker1/OvenRack/out-right/s1/j3/n0/base	1	42		OK
worker1/OvenRack/out-right/s1/j3/n1/base	1	38		OK
worker1/OvenRack/out-right/s1/j3/n2/base	1	36		OK
worker1/OvenRack/out-right/s1/j3/n3/base	1	35		OK
worker1/OvenRack/out-right/s1/j3/n4/base	1	34		OK
worker1/OvenRack/out-right/s1/j4/n0/base	1	45		OK
worker1/OvenRack/out-right/s1/j4/n1/base	1	75		OK
worker1/OvenRack/out-right/s1/j4/n2/base	1	39		OK
worker1/OvenRack/out-right/s2/j0/n0/base	1	26		OK
worker1/OvenRack/out-right/s2/j0/n1/base	1	25		OK
worker1/OvenRack/out-right/s1/j4/n3/base	1	37		OK
worker1/OvenRack/out-right/s1/j4/n4/base	1	36		OK
worker1/OvenRack/out-right/s2/j0/n2/base	1	24		OK
worker1/OvenRack/out-right/s2/j0/n3/base	1	28		OK
worker1/OvenRack/out-right/s2/j1/n1/base	1	29		OK
worker1/OvenRack/out-right/s2/j1/n2/base	1	29		OK
worker1/OvenRack/out-right/s2/j0/n4/base	1	27		OK
worker1/OvenRack/out-right/s2/j1/n0/base	1	30		OK
worker1/OvenRack/out-right/s2/j1/n3/base	1	31		OK
worker1/OvenRack/out-right/s2/j1/n4/base	1	33		OK
worker1/OvenRack/out-right/s2/j2/n4/base	1	34		OK
worker1/OvenRack/out-right/s2/j3/n0/base	1	42		OK
worker1/OvenRack/out-right/s2/j2/n2/base	1	37		OK
worker1/OvenRack/out-right/s2/j2/n3/base	1	35		OK
worker1/OvenRack/out-right/s2/j2/n0/base	1	48		OK
worker1/OvenRack/out-right/s2/j2/n1/base	1	38		OK
worker1/OvenRack/out-right/s2/j3/n1/base	1	37		OK
worker1/OvenRack/out-right/s2/j3/n2/base	1	35		OK
worker1/OvenRack/out-right/s2/j3/n3/base	1	34		OK
worker1/OvenRack/out-right/s2/j3/n4/base	1	34		OK
worker2/PPCC/apple/s0/j0/n1/base	1	39		OK
worker2/PPCC/apple/s0/j0/n2/base	1	37		OK
worker1/OvenRack/out-right/s2/j4/n4/base	0	144		OK
worker2/PPCC/apple/s0/j0/n0/base	1	40		OK
worker1/OvenRack/out-right/s2/j4/n0/base	0	144		OK
worker1/OvenRack/out-right/s2/j4/n1/base	0	144		OK
worker2/PPCC/apple/s0/j0/n3/base	1	36		OK
worker2/PPCC/apple/s0/j0/n4/base	1	36		OK
worker2/PPCC/apple/s0/j1/n0/base	1	40		OK
worker2/PPCC/apple/s0/j1/n1/base	1	39		OK
worker1/OvenRack/out-right/s2/j4/n2/base	0	144		OK
worker1/OvenRack/out-right/s2/j4/n3/base	0	144		OK
worker2/PPCC/apple/s0/j1/n4/base	1	41		OK
worker2/PPCC/apple/s0/j2/n0/base	1	40		OK
worker2/PPCC/apple/s0/j1/n2/base	1	38		OK
worker2/PPCC/apple/s0/j1/n3/base	1	42		OK
worker2/PPCC/apple/s0/j2/n1/base	1	40		OK
worker2/PPCC/apple/s0/j2/n2/base	1	38		OK
worker2/PPCC/apple/s0/j2/n3/base	1	41		OK
worker2/PPCC/apple/s0/j2/n4/base	1	41		OK
worker2/PPCC/apple/s0/j3/n2/base	1	42		OK
worker2/PPCC/apple/s0/j3/n3/base	1	41		OK
worker2/PPCC/apple/s0/j3/n0/base	1	44		OK
worker2/PPCC/apple/s0/j3/n1/base	1	42		OK
worker2/PPCC/apple/s0/j3/n4/base	1	42		OK
worker2/PPCC/apple/s0/j4/n0/base	1	41		OK
worker2/PPCC/apple/s0/j4/n3/base	1	42		OK
worker2/PPCC/apple/s0/j4/n4/base	1	43		OK
worker2/PPCC/apple/s0/j4/n1/base	1	40		OK
worker2/PPCC/apple/s0/j4/n2/base	1	43		OK
worker2/PPCC/apple/s1/j0/n0/base	1	39		OK
worker2/PPCC/apple/s1/j0/n1/base	1	38		OK
worker2/PPCC/apple/s1/j0/n4/base	1	34		OK
worker2/PPCC/apple/s1/j1/n0/base	1	37		OK
worker2/PPCC/apple/s1/j1/n3/base	1	35		OK
worker2/PPCC/apple/s1/j1/n4/base	1	34		OK
worker2/PPCC/apple/s1/j1/n1/base	1	37		OK
worker2/PPCC/apple/s1/j1/n2/base	1	36		OK
worker2/PPCC/apple/s1/j0/n2/base	1	37		OK
worker2/PPCC/apple/s1/j0/n3/base	1	35		OK
worker2/PPCC/apple/s1/j2/n4/base	1	36		OK
worker2/PPCC/apple/s1/j3/n0/base	1	37		OK
worker2/PPCC/apple/s1/j2/n0/base	1	40		OK
worker2/PPCC/apple/s1/j2/n1/base	1	39		OK
worker2/PPCC/apple/s1/j2/n2/base	1	38		OK
worker2/PPCC/apple/s1/j2/n3/base	1	37		OK
worker2/PPCC/apple/s1/j3/n1/base	1	37		OK
worker2/PPCC/apple/s1/j3/n2/base	1	35		OK
worker2/PPCC/apple/s1/j4/n0/base	1	39		OK
worker2/PPCC/apple/s1/j4/n1/base	1	38		OK
worker2/PPCC/apple/s1/j3/n3/base	1	34		OK
worker2/PPCC/apple/s1/j3/n4/base	1	33		OK
worker2/PPCC/apple/s1/j4/n2/base	1	37		OK
worker2/PPCC/apple/s1/j4/n3/base	1	37		OK
worker2/PPCC/apple/s1/j4/n4/base	1	37		OK
worker2/PPCC/apple/s2/j0/n0/base	1	44		OK
worker2/PPCC/apple/s2/j0/n3/base	1	40		OK
worker2/PPCC/apple/s2/j0/n4/base	1	37		OK
worker2/PPCC/apple/s2/j0/n1/base	1	39		OK
worker2/PPCC/apple/s2/j0/n2/base	1	41		OK
worker2/PPCC/apple/s2/j1/n0/base	1	41		OK
worker2/PPCC/apple/s2/j1/n1/base	1	40		OK
worker2/PPCC/apple/s2/j1/n2/base	1	39		OK
worker2/PPCC/apple/s2/j1/n3/base	1	40		OK
worker2/PPCC/apple/s2/j2/n3/base	1	36		OK
worker2/PPCC/apple/s2/j2/n4/base	1	35		OK
worker2/PPCC/apple/s2/j1/n4/base	1	38		OK
worker2/PPCC/apple/s2/j2/n0/base	1	39		OK
worker2/PPCC/apple/s2/j2/n1/base	1	38		OK
worker2/PPCC/apple/s2/j2/n2/base	1	37		OK
worker2/PPCC/apple/s2/j3/n0/base	1	37		OK
worker2/PPCC/apple/s2/j3/n1/base	1	39		OK
worker2/PPCC/apple/s2/j3/n2/base	1	38		OK
worker2/PPCC/apple/s2/j3/n3/base	1	37		OK
worker2/PPCC/apple/s2/j4/n1/base	1	38		OK
worker2/PPCC/apple/s2/j4/n2/base	1	37		OK
worker2/PPCC/apple/s2/j3/n4/base	1	40		OK
worker2/PPCC/apple/s2/j4/n0/base	1	39		OK
worker2/PPCC/bread/s0/j0/n0/base	1	42		OK
worker2/PPCC/bread/s0/j0/n1/base	1	41		OK
worker2/PPCC/apple/s2/j4/n3/base	1	37		OK
worker2/PPCC/apple/s2/j4/n4/base	1	40		OK
worker2/PPCC/bread/s0/j1/n1/base	1	37		OK
worker2/PPCC/bread/s0/j1/n2/base	1	36		OK
worker2/PPCC/bread/s0/j0/n2/base	1	41		OK
worker2/PPCC/bread/s0/j0/n3/base	0	144		OK
worker2/PPCC/bread/s0/j0/n4/base	0	144		OK
worker2/PPCC/bread/s0/j1/n0/base	1	38		OK
worker2/PPCC/bread/s0/j2/n2/base	1	38		OK
worker2/PPCC/bread/s0/j2/n3/base	1	36		OK
worker2/PPCC/bread/s0/j2/n0/base	0	144		OK
worker2/PPCC/bread/s0/j2/n1/base	1	37		OK
worker2/PPCC/bread/s0/j1/n3/base	1	111		OK
worker2/PPCC/bread/s0/j1/n4/base	0	144		OK
worker2/PPCC/bread/s0/j2/n4/base	1	37		OK
worker2/PPCC/bread/s0/j3/n0/base	0	144		OK
worker2/PPCC/bread/s0/j4/n2/base	1	37		OK
worker2/PPCC/bread/s0/j4/n3/base	1	36		OK
worker2/PPCC/bread/s0/j4/n0/base	1	40		OK
worker2/PPCC/bread/s0/j4/n1/base	1	39		OK
worker2/PPCC/bread/s1/j0/n1/base	1	38		OK
worker2/PPCC/bread/s1/j0/n2/base	1	38		OK
worker2/PPCC/bread/s0/j3/n1/base	0	144		OK
worker2/PPCC/bread/s0/j3/n2/base	0	144		OK
worker2/PPCC/bread/s1/j0/n3/base	1	37		OK
worker2/PPCC/bread/s1/j0/n4/base	1	38		OK
worker2/PPCC/bread/s0/j3/n3/base	0	144		OK
worker2/PPCC/bread/s0/j3/n4/base	0	144		OK
worker2/PPCC/bread/s1/j1/n0/base	1	36		OK
worker2/PPCC/bread/s1/j1/n1/base	1	35		OK
worker2/PPCC/bread/s1/j1/n2/base	1	37		OK
worker2/PPCC/bread/s1/j1/n3/base	1	38		OK
worker2/PPCC/bread/s0/j4/n4/base	0	144		OK
worker2/PPCC/bread/s1/j0/n0/base	1	39		OK
worker2/PPCC/bread/s1/j2/n1/base	1	40		OK
worker2/PPCC/bread/s1/j2/n2/base	1	40		OK
worker2/PPCC/bread/s1/j1/n4/base	1	37		OK
worker2/PPCC/bread/s1/j2/n0/base	1	43		OK
worker2/PPCC/bread/s1/j3/n0/base	1	38		OK
worker2/PPCC/bread/s1/j3/n1/base	1	39		OK
worker2/PPCC/bread/s1/j2/n3/base	1	41		OK
worker2/PPCC/bread/s1/j2/n4/base	1	38		OK
worker2/PPCC/bread/s1/j3/n2/base	1	37		OK
worker2/PPCC/bread/s1/j3/n3/base	1	39		OK
worker2/PPCC/bread/s1/j3/n4/base	1	40		OK
worker2/PPCC/bread/s1/j4/n0/base	1	35		OK
worker2/PPCC/bread/s1/j4/n1/base	1	35		OK
worker2/PPCC/bread/s1/j4/n2/base	1	34		OK
worker2/PPCC/bread/s1/j4/n3/base	1	36		OK
worker2/PPCC/bread/s1/j4/n4/base	1	35		OK
worker2/PPCC/bread/s2/j0/n0/base	1	38		OK
worker2/PPCC/bread/s2/j0/n1/base	1	37		OK
worker2/PPCC/bread/s2/j0/n2/base	1	36		OK
worker2/PPCC/bread/s2/j0/n3/base	1	36		OK
worker2/PPCC/bread/s2/j1/n1/base	1	38		OK
worker2/PPCC/bread/s2/j1/n2/base	1	37		OK
worker2/PPCC/bread/s2/j0/n4/base	1	39		OK
worker2/PPCC/bread/s2/j1/n0/base	1	41		OK
worker2/PPCC/bread/s2/j2/n0/base	1	38		OK
worker2/PPCC/bread/s2/j2/n1/base	1	37		OK
worker2/PPCC/bread/s2/j2/n4/base	1	34		OK
worker2/PPCC/bread/s2/j3/n0/base	1	36		OK
worker2/PPCC/bread/s2/j2/n2/base	1	36		OK
worker2/PPCC/bread/s2/j2/n3/base	1	35		OK
worker2/PPCC/bread/s2/j1/n3/base	1	39		OK
worker2/PPCC/bread/s2/j1/n4/base	1	118		OK
worker2/PPCC/bread/s2/j3/n1/base	1	38		OK
worker2/PPCC/bread/s2/j3/n2/base	1	36		OK
worker2/PPCC/bread/s2/j3/n3/base	1	37		OK
worker2/PPCC/bread/s2/j3/n4/base	1	36		OK
worker2/PPCC/bread/s2/j4/n2/base	1	38		OK
worker2/PPCC/bread/s2/j4/n3/base	1	37		OK
worker2/PPCC/bread/s2/j4/n0/base	1	38		OK
worker2/PPCC/bread/s2/j4/n1/base	1	70		OK
worker2/PPCC/bread/s2/j4/n4/base	1	41		OK
worker2/PPCC/candle/s0/j0/n0/base	0	144		OK
worker2/PPCC/candle/s0/j0/n3/base	1	80		OK
worker2/PPCC/candle/s0/j0/n4/base	1	91		OK
worker2/PPCC/candle/s0/j1/n0/base	0	144		OK
worker2/PPCC/candle/s0/j1/n1/base	1	41		OK
worker2/PPCC/candle/s0/j0/n1/base	0	144		OK
worker2/PPCC/candle/s0/j0/n2/base	1	81		OK
worker2/PPCC/candle/s0/j1/n4/base	1	43		OK
worker2/PPCC/candle/s0/j2/n0/base	1	80		OK
worker2/PPCC/candle/s0/j1/n2/base	1	41		OK
worker2/PPCC/candle/s0/j1/n3/base	0	144		OK
worker2/PPCC/candle/s0/j2/n1/base	1	81		OK
worker2/PPCC/candle/s0/j2/n2/base	1	80		OK
worker2/PPCC/candle/s0/j2/n3/base	1	79		OK
worker2/PPCC/candle/s0/j2/n4/base	1	79		OK
worker2/PPCC/candle/s0/j4/n1/base	1	47		OK
worker2/PPCC/candle/s0/j4/n2/base	1	40		OK
worker2/PPCC/candle/s0/j3/n0/base	0	144		OK
worker2/PPCC/candle/s0/j3/n1/base	0	144		OK
worker2/PPCC/candle/s0/j3/n4/base	0	144		OK
worker2/PPCC/candle/s0/j4/n0/base	1	47		OK
worker2/PPCC/candle/s0/j3/n2/base	0	144		OK
worker2/PPCC/candle/s0/j3/n3/base	0	144		OK
worker2/PPCC/candle/s0/j4/n3/base	1	81		OK
worker2/PPCC/candle/s0/j4/n4/base	1	45		OK
worker2/PPCC/candle/s1/j0/n0/base	0	144		OK
worker2/PPCC/candle/s1/j0/n1/base	1	49		OK
worker2/PPCC/candle/s1/j1/n1/base	1	64		OK
worker2/PPCC/candle/s1/j1/n2/base	1	64		OK
worker2/PPCC/candle/s1/j0/n4/base	0	144		OK
worker2/PPCC/candle/s1/j1/n0/base	1	66		OK
worker2/PPCC/candle/s1/j1/n3/base	1	52		OK
worker2/PPCC/candle/s1/j1/n4/base	0	144		OK
worker2/PPCC/candle/s1/j0/n2/base	0	144		OK
worker2/PPCC/candle/s1/j0/n3/base	0	144		OK
worker2/PPCC/candle/s1/j2/n2/base	1	54		OK
worker2/PPCC/candle/s1/j2/n3/base	1	52		OK
worker2/PPCC/candle/s1/j2/n0/base	1	67		OK
worker2/PPCC/candle/s1/j2/n1/base	1	65		OK
worker2/PPCC/candle/s1/j3/n1/base	1	49		OK
worker2/PPCC/candle/s1/j3/n2/base	1	46		OK
worker2/PPCC/candle/s1/j4/n0/base	1	40		OK
worker2/PPCC/candle/s1/j4/n1/base	1	39		OK
worker2/PPCC/candle/s1/j3/n3/base	1	48		OK
worker2/PPCC/candle/s1/j3/n4/base	1	51		OK
worker2/PPCC/candle/s1/j2/n4/base	0	144		OK
worker2/PPCC/candle/s1/j3/n0/base	1	49		OK
worker2/PPCC/candle/s1/j4/n2/base	1	39		OK
worker2/PPCC/candle/s1/j4/n3/base	0	144		OK
worker2/PPCC/candle/s2/j0/n1/base	0	144		OK
worker2/PPCC/candle/s2/j0/n2/base	1	112		OK
worker2/PPCC/candle/s2/j0/n3/base	0	144		OK
worker2/PPCC/candle/s2/j0/n4/base	1	77		OK
worker2/PPCC/candle/s2/j1/n0/base	1	66		OK
worker2/PPCC/candle/s2/j1/n1/base	1	76		OK
worker2/PPCC/candle/s1/j4/n4/base	0	144		OK
worker2/PPCC/candle/s2/j0/n0/base	0	144		OK
worker2/PPCC/candle/s2/j1/n2/base	1	48		OK
worker2/PPCC/candle/s2/j1/n3/base	1	49		OK
worker2/PPCC/candle/s2/j1/n4/base	1	100		OK
worker2/PPCC/candle/s2/j2/n0/base	1	46		OK
worker2/PPCC/candle/s2/j2/n3/base	1	82		OK
worker2/PPCC/candle/s2/j2/n4/base	1	48		OK
worker2/PPCC/candle/s2/j3/n2/base	0	144		OK
worker2/PPCC/candle/s2/j3/n3/base	1	46		OK
worker2/PPCC/candle/s2/j3/n0/base	0	144		OK
worker2/PPCC/candle/s2/j3/n1/base	1	63		OK
worker2/PPCC/candle/s2/j2/n1/base	0	144		OK
worker2/PPCC/candle/s2/j2/n2/base	0	144		OK
worker2/PPCC/candle/s2/j4/n3/base	1	42		OK
worker2/PPCC/candle/s2/j4/n4/base	1	39		OK
worker2/PPCC/candle/s2/j3/n4/base	1	79		OK
worker2/PPCC/candle/s2/j4/n0/base	0	144		OK
worker2/PPCC/jug/s0/j0/n0/base	0	144		OK
worker2/PPCC/jug/s0/j0/n1/base	0	144		OK
worker2/PPCC/jug/s0/j0/n4/base	0	144		OK
worker2/PPCC/jug/s0/j1/n0/base	0	144		OK
worker2/PPCC/jug/s0/j0/n2/base	0	144		OK
worker2/PPCC/jug/s0/j0/n3/base	0	144		OK
worker2/PPCC/candle/s2/j4/n1/base	1	43		OK
worker2/PPCC/candle/s2/j4/n2/base	1	82		OK
worker2/PPCC/jug/s0/j1/n1/base	0	144		OK
worker2/PPCC/jug/s0/j1/n2/base	0	144		OK
worker2/PPCC/jug/s0/j2/n0/base	0	144		OK
worker2/PPCC/jug/s0/j2/n1/base	0	144		OK
worker2/PPCC/jug/s0/j2/n2/base	0	144		OK
worker2/PPCC/jug/s0/j2/n3/base	0	144		OK
worker2/PPCC/jug/s0/j1/n3/base	0	144		OK
worker2/PPCC/jug/s0/j1/n4/base	0	144		OK
worker2/PPCC/jug/s0/j3/n1/base	0	144		OK
worker2/PPCC/jug/s0/j3/n2/base	1	42		OK
worker2/PPCC/jug/s0/j2/n4/base	0	144		OK
worker2/PPCC/jug/s0/j3/n0/base	0	144		OK
worker2/PPCC/jug/s0/j3/n3/base	0	144		OK
worker2/PPCC/jug/s0/j3/n4/base	0	144		OK
worker2/PPCC/jug/s0/j4/n0/base	0	144		OK
worker2/PPCC/jug/s0/j4/n1/base	0	144		OK
worker2/PPCC/jug/s0/j4/n2/base	0	144		OK
worker2/PPCC/jug/s0/j4/n3/base	0	144		OK
worker2/PPCC/jug/s0/j4/n4/base	1	41		OK
worker2/PPCC/jug/s1/j0/n0/base	0	144		OK
worker2/PPCC/jug/s1/j0/n1/base	0	144		OK
worker2/PPCC/jug/s1/j0/n2/base	0	144		OK
worker2/PPCC/jug/s1/j1/n2/base	0	144		OK
worker2/PPCC/jug/s1/j1/n3/base	0	144		OK
worker2/PPCC/jug/s1/j1/n0/base	0	144		OK
worker2/PPCC/jug/s1/j1/n1/base	0	144		OK
worker2/PPCC/jug/s1/j1/n4/base	1	118		OK
worker2/PPCC/jug/s1/j2/n0/base	0	144		OK
worker2/PPCC/jug/s1/j3/n0/base	1	133		OK
worker2/PPCC/jug/s1/j3/n1/base	1	88		OK
worker2/PPCC/jug/s1/j2/n1/base	0	144		OK
worker2/PPCC/jug/s1/j2/n2/base	0	144		OK
worker2/PPCC/jug/s1/j0/n3/base	0	144		OK
worker2/PPCC/jug/s1/j0/n4/base	0	144		OK
worker2/PPCC/jug/s1/j2/n3/base	0	144		OK
worker2/PPCC/jug/s1/j2/n4/base	0	144		OK
worker2/PPCC/jug/s1/j3/n4/base	1	50		OK
worker2/PPCC/jug/s1/j4/n0/base	1	86		OK
worker2/PPCC/jug/s1/j4/n1/base	1	56		OK
worker2/PPCC/jug/s1/j4/n2/base	1	85		OK
worker2/PPCC/jug/s1/j4/n3/base	1	81		OK
worker2/PPCC/jug/s1/j4/n4/base	1	81		OK
worker2/PPCC/jug/s1/j3/n2/base	0	144		OK
worker2/PPCC/jug/s1/j3/n3/base	0	144		OK
worker2/PPCC/jug/s2/j0/n0/base	0	144		OK
worker2/PPCC/jug/s2/j0/n1/base	0	144		OK
worker2/PPCC/jug/s2/j0/n4/base	0	144		OK
worker2/PPCC/jug/s2/j1/n0/base	0	144		OK
worker2/PPCC/jug/s2/j1/n1/base	0	144		OK
worker2/PPCC/jug/s2/j1/n2/base	0	144		OK
worker2/PPCC/jug/s2/j2/n0/base	0	144		OK
worker2/PPCC/jug/s2/j2/n1/base	1	43		OK
worker2/PPCC/jug/s2/j1/n3/base	0	144		OK
worker2/PPCC/jug/s2/j1/n4/base	0	144		OK
worker2/PPCC/jug/s2/j2/n2/base	0	144		OK
worker2/PPCC/jug/s2/j2/n3/base	1	80		OK
worker2/PPCC/jug/s2/j0/n2/base	0	144		OK
worker2/PPCC/jug/s2/j0/n3/base	0	144		OK
worker2/PPCC/jug/s2/j3/n1/base	0	144		OK
worker2/PPCC/jug/s2/j3/n2/base	0	144		OK
worker2/PPCC/jug/s2/j3/n3/base	0	144		OK
worker2/PPCC/jug/s2/j3/n4/base	0	144		OK
worker2/PPCC/jug/s2/j2/n4/base	0	144		OK
worker2/PPCC/jug/s2/j3/n0/base	0	144		OK
worker2/PPCC/jug/s2/j4/n4/base	0	144		OK
worker2/PPCC/marshmallow/s0/j0/n0/base	1	48		OK
worker2/PPCC/marshmallow/s0/j0/n1/base	1	55		OK
worker2/PPCC/marshmallow/s0/j0/n2/base	1	43		OK
worker2/PPCC/jug/s2/j4/n0/base	0	144		OK
worker2/PPCC/jug/s2/j4/n1/base	0	144		OK
worker2/PPCC/marshmallow/s0/j1/n0/base	1	41		OK
worker2/PPCC/marshmallow/s0/j1/n1/base	1	39		OK
worker2/PPCC/marshmallow/s0/j0/n3/base	1	46		OK
worker2/PPCC/marshmallow/s0/j0/n4/base	1	51		OK
worker2/PPCC/marshmallow/s0/j1/n2/base	1	42		OK
worker2/PPCC/marshmallow/s0/j1/n3/base	1	37		OK
worker2/PPCC/jug/s2/j4/n2/base	0	144		OK
worker2/PPCC/jug/s2/j4/n3/base	0	144		OK
worker2/PPCC/marshmallow/s0/j1/n4/base	1	41		OK
worker2/PPCC/marshmallow/s0/j2/n0/base	1	48		OK
worker2/PPCC/marshmallow/s0/j2/n3/base	1	46		OK
worker2/PPCC/marshmallow/s0/j2/n4/base	1	45		OK
worker2/PPCC/marshmallow/s0/j2/n1/base	1	47		OK
worker2/PPCC/marshmallow/s0/j2/n2/base	1	46		OK
worker2/PPCC/marshmallow/s0/j3/n0/base	1	55		OK
worker2/PPCC/marshmallow/s0/j3/n1/base	1	54		OK
worker2/PPCC/marshmallow/s0/j3/n2/base	1	53		OK
worker2/PPCC/marshmallow/s0/j3/n3/base	1	49		OK
worker2/PPCC/marshmallow/s0/j3/n4/base	1	50		OK
worker2/PPCC/marshmallow/s0/j4/n0/base	1	41		OK
worker2/PPCC/marshmallow/s0/j4/n3/base	1	40		OK
worker2/PPCC/marshmallow/s0/j4/n4/base	1	37		OK
worker2/PPCC/marshmallow/s0/j4/n1/base	1	40		OK
worker2/PPCC/marshmallow/s0/j4/n2/base	1	39		OK
worker2/PPCC/marshmallow/s1/j1/n1/base	0	144		OK
worker2/PPCC/marshmallow/s1/j1/n2/base	0	144		OK
worker2/PPCC/marshmallow/s1/j0/n2/base	0	144		OK
worker2/PPCC/marshmallow/s1/j0/n3/base	0	144		OK
worker2/PPCC/marshmallow/s1/j0/n4/base	0	144		OK
worker2/PPCC/marshmallow/s1/j1/n0/base	0	144		OK
worker2/PPCC/marshmallow/s1/j0/n0/base	0	144		OK
worker2/PPCC/marshmallow/s1/j0/n1/base	0	144		OK
worker2/PPCC/marshmallow/s1/j1/n3/base	0	144		OK
worker2/PPCC/marshmallow/s1/j1/n4/base	0	144		OK
worker2/PPCC/marshmallow/s1/j2/n2/base	0	144		OK
worker2/PPCC/marshmallow/s1/j2/n3/base	0	144		OK
worker2/PPCC/marshmallow/s1/j2/n0/base	0	144		OK
worker2/PPCC/marshmallow/s1/j2/n1/base	0	144		OK
worker2/PPCC/marshmallow/s1/j2/n4/base	0	144		OK
worker2/PPCC/marshmallow/s1/j3/n0/base	0	144		OK
worker2/PPCC/marshmallow/s1/j3/n3/base	0	144		OK
worker2/PPCC/marshmallow/s1/j3/n4/base	0	144		OK
worker2/PPCC/marshmallow/s1/j3/n1/base	0	144		OK
worker2/PPCC/marshmallow/s1/j3/n2/base	0	144		OK
worker2/PPCC/marshmallow/s1/j4/n0/base	0	144		OK
worker2/PPCC/marshmallow/s1/j4/n1/base	0	144		OK
