plan_id	machine	grid_instruction	scene_idx	noise_idx	armsig	kind	sig	pkl_sha256	model	version	ckpt	task	task_id	instruction	env_name	env_seed	inference_seed	episode_idx	success	steps	n_inferences	n_action_steps	chunk_len	has_pkl	capture_token_mode	feature_kind	feature_axes	record_shape	capture_layers	plan_name	machine_source	ckpt_source	meta_source	rel_path	cell_si	jitter_reset_idx
46ea62d53e09	kanu	OpenDrawer/left	1	0	base	activation	505339c17d947839	505339c17d947839eff15c5209384256c15fffd572282e71407086b88aec19f2	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100002	1300000	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s106/n0/base	106	6
46ea62d53e09	kanu	OpenDrawer/left	1	1	base	activation	57b32c8bf43b1b96	57b32c8bf43b1b96442aa23fdd04144eaea408ac69370bdcb5ec422dcd31d1d3	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100002	1300001	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s106/n1/base	106	6
46ea62d53e09	kanu	OpenDrawer/left	1	2	base	activation	2632a8f51061aa79	2632a8f51061aa79ce1b790fe2d8147d0c9a1b7ff2a4dcb6a3a79aaf61c59884	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100002	1300002	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s106/n2/base	106	6
46ea62d53e09	kanu	OpenDrawer/left	1	3	base	activation	754287f4be7c40a0	754287f4be7c40a09def78d2f907e98b53b32eee1db23642ce649d7a9a2b936d	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100002	1300003	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s106/n3/base	106	6
46ea62d53e09	kanu	OpenDrawer/left	1	4	base	activation	a5d5c8029f79ff39	a5d5c8029f79ff399dda676428006f3f0194240ef69fe845af203273c65a65ea	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100002	1300004	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s106/n4/base	106	6
46ea62d53e09	kanu	OpenDrawer/left	2	0	base	activation	7a74d02c85c9780a	7a74d02c85c9780a934aab3c04c3de2537eb4a0d876ad297f95d85473aedcd24	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300000	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s200/n0/base	200	0
46ea62d53e09	kanu	OpenDrawer/left	2	1	base	activation	24df48c48c12cab3	24df48c48c12cab3c4dc5c74074cb61d87da398b2c888e0f19a24ea7a03d6e88	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300001	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s200/n1/base	200	0
46ea62d53e09	kanu	OpenDrawer/left	2	2	base	activation	ae7fb62d862e6292	ae7fb62d862e629230d7c878976347b1b2f6dbc4280a38a4dd9e92cb96b1aeb6	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300002	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s200/n2/base	200	0
46ea62d53e09	kanu	OpenDrawer/left	2	3	base	activation	062589d7b1d48048	062589d7b1d480483c54c39e5bfefcd7dd16149839a863214fc4600116ed2ff5	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300003	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s200/n3/base	200	0
46ea62d53e09	kanu	OpenDrawer/left	2	4	base	activation	c6947ba71128bd5a	c6947ba71128bd5abde00d2f0d3cda901ac914bea569327ef1eabb959a902f3f	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Open the left drawer.	robocasa_panda_omron/OpenDrawer_PandaOmron_Env	100004	1300004	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	"[""layer"",""denoise_step"",""model_token"",""feature_dim""]"	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v4_jitter	grid_coord	meta	meta_json	46ea62d53e09/kanu/OpenDrawer/left/s200/n4/base	200	0
